id,title,genres,tagline,overview
2636,The Specialist,Action Thriller,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues."
2164,Stargate,Action Adventure ScienceFiction,It will take you a million light years from home. But will it bring you back?,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
11395,The Santa Clause,Fantasy Drama Comedy Family,What if your dad was Santa Claus?,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas."
278,The Shawshank Redemption,Drama Crime,Fear can hold you prisoner. Hope can set you free.,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope."
9905,Shallow Grave,Crime Thriller,The award winning thriller that'll bury you with laughs.,Three friends discover their new flatmate dead but loaded with cash.
193,Star Trek: Generations,ScienceFiction Action Adventure Thriller,Boldly go.,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.
12122,Village of the Damned,Thriller Horror ScienceFiction,Beware the Children,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane."
11381,Tommy Boy,Comedy,"If at first you don't succeed, lower your standards.","Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day."
1587,What's Eating Gilbert Grape,Romance Drama,A film about the love you find...In the last place you look.,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life."
9271,Virtuosity,Action Crime ScienceFiction Thriller,Justice needs a new program.,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him."
2064,While You Were Sleeping,Comedy Drama Romance,A story about love at second sight.,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be."
3049,Ace Ventura: Pet Detective,Comedy Mystery,"He's the best there is! (Actually, he's the only one there is.)","He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!"
2759,"The Adventures of Priscilla, Queen of the Desert",Drama Comedy,She's back... Looking as gorgeous and outrageous as ever in a brand new frock.,"Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them."
9331,Clear and Present Danger,Action Drama Thriller,The war of drugs would lead him to the war of power.,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
10731,The Client,Drama Thriller Crime Mystery,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says."
9495,The Crow,Fantasy Action Thriller,Real love is forever.,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge."
888,The Flintstones,Fantasy Comedy Family,Yabba-Dabba-Doo!,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.
13,Forrest Gump,Comedy Drama Romance,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.","A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability."
